bangumiId,kind,lang,title,content
1924,primary,zh-CN,失格纹的最强贤者,《失格纹的最强贤者》改编自同名轻小说。转生贤者在异世界的战斗。作品以异世界、战斗与热血为特色，贤者的强大与冒险充满看点，动画的战斗场面华丽，是一部标准的异世界作品。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1925,primary,zh-CN,东京24区,《东京24区》是原创动画，讲述少年们在东京24区的战斗。少年们在特区的悬疑事件中展开行动，作品以悬疑、战斗与群像为特色，动画的氛围独特，少年们的命运充满张力，是一部风格新颖的作品。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1926,primary,zh-CN,里亚德录大地,《里亚德录大地》改编自同名轻小说。少女在VRMMO中展开冒险。作品以游戏、异世界与轻松冒险为特色，主角的悠闲生活充满趣味，动画的氛围轻松，是一部欢乐的作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1927,primary,zh-CN,王子的本命是反派大小姐,《王子的本命是反派大小姐》改编自同名轻小说。转生为反派大小姐的少女的恋爱。作品以异世界、恋爱与搞笑为特色，反派大小姐的日常充满笑料，动画的氛围轻松，是一部欢乐的作品。角色间的互动刻画得细腻自然，那些欲言又止的心意、别扭又真诚的靠近都真实而动人，情感线与日常情节交织，让观众在会心一笑与怦然心动之间反复横跳，是一部让人回味无穷的恋爱物语。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1928,primary,zh-CN,更衣人偶坠入爱河,《更衣人偶坠入爱河》改编自同名漫画。喜爱人偶制作的高中生与喜欢Cosplay的少女的物语。作品以恋爱、日常与创作(为特色，两人的互动充满温馨，动画的氛围温暖，是一部让人心动的恋爱作品。作品在甜蜜之余也保留了青春特有的青涩与迷茫，主角在感情中的成长与抉择贯穿始终，配乐温润、画面明丽，将恋爱中的忐忑、欢喜与遗憾都拿捏得恰到好处，适合慢慢品味。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1929,primary,zh-CN,擅长捉弄的高木同学 第三季,《擅长捉弄的高木同学 第三季》延续系列，高木与西片的日常继续。本作高木的捉弄与西片的反应依旧充满笑料，作品以恋爱、日常与搞笑为特色，动画的氛围轻松甜蜜，是一部让人心动的校园恋爱作品。角色间的互动刻画得细腻自然，那些欲言又止的心意、别扭又真诚的靠近都真实而动人，情感线与日常情节交织，让观众在会心一笑与怦然心动之间反复横跳，是一部让人回味无穷的恋爱物语。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1930,primary,zh-CN,指名！,《指名！》是原创动画，讲述声优少女们的物语。少女们在声优行业的打拼与成长，作品以声优、业界与日常为特色，动画的氛围温暖，少女们的梦想令人动容，是一部关于梦想的作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1931,primary,zh-CN,平凡职业造就世界最强 第二季,《平凡职业造就世界最强 第二季》延续第一季，南云始的战斗继续。本作始在深渊中变强后的冒险展开，作品以异世界、热血与后宫为特色，动画的战斗场面华丽，是平凡职业系列的续作。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1932,primary,zh-CN,天才王子的赤字国家振兴术,《天才王子的赤字国家振兴术》改编自同名轻小说。天才王子维恩振兴赤字国家的物语。作品以政治、智谋与群像为特色，维恩的智谋与国家的振兴充满看点，动画的氛围轻松，是一部风格新颖的作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1933,primary,zh-CN,秘密内幕～女子警察的逆袭～,《秘密内幕～女子警察的逆袭～》改编自同名漫画。女子警察们的职场日常。作品以职场、搞笑与群像为特色，警察们的日常充满笑料，动画的氛围轻松，是一部让人会心一笑的作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1934,primary,zh-CN,室内足球少年!!!!!,《室内足球少年!!!!!》是短篇动画，讲述少年们的足球物语。作品以足球、青春与群像为特色，动画的氛围青春，少年们的训练与比赛充满活力，是一部轻松的运动作品。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1935,primary,zh-CN,女孩的钓鱼慢活,《女孩的钓鱼慢活》改编自同名漫画。少女们的钓鱼日常。作品以钓鱼、日常与治愈为特色，动画画风清新、氛围宁静，少女们的钓鱼活动充满温馨，是一部治愈系的作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1936,primary,zh-CN,公主连结 Re:Dive 第二季,《公主连结 Re:Dive 第二季》延续第一季，少年的冒险继续。本作少年与公主们在兰德索尔的冒险进一步发展，作品以奇幻、轻松冒险与群像为特色，动画的氛围轻松，是游戏改编动画的作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1937,primary,zh-CN,最游记 RELOAD -ZEROIN-,《最游记 RELOAD -ZEROIN-》延续系列，玄奘三藏与伙伴们的西行之旅继续。本作三藏一行人在旅途中面对新的敌人，作品以奇幻、热血与群像为特色，动画的画风华丽，是最游记系列的续作。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1938,primary,zh-CN,泡泡糖忍战,《泡泡糖忍战》改编自同名游戏。忍者少年们的战斗。作品以忍者、战斗与热血为特色，动画的战斗场面华丽，少年们的成长与羁绊贯穿始终，是游戏改编动画的作品。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1939,primary,zh-CN,蔷薇王的葬列,《蔷薇王的葬列》改编自同名漫画。理查德的悲剧物语。作品以历史、战斗与悲壮为主题，理查德的命运充满悲剧色彩，动画的氛围沉重，是一部充满诗意的作品。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1940,primary,zh-CN,第九部落,《第九部落》是短篇动画，讲述少年们的战斗。作品以战斗、热血与群像为特色，动画的氛围独特，少年们的冒险充满张力，是一部风格新颖的作品。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1941,primary,zh-CN,少女前线,《少女前线》改编自同名游戏。战术人形少女们的战斗。作品以科幻、战斗与群像为特色，动画的战斗场面华丽，少女们的成长与羁绊贯穿始终，是游戏改编动画的作品。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1942,primary,zh-CN,自称贤者弟子的贤者,《自称贤者弟子的贤者》改编自同名轻小说。转生少女在异世界的冒险。作品以异世界、轻松冒险与搞笑为特色，主角的反差充满笑料，动画的氛围轻松，是一部欢乐的作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1943,primary,zh-CN,杀爱,《杀爱》改编自同名漫画。杀手少年与少女的物语。作品以恋爱、战斗与悬疑为特色，杀手之间的纠葛充满张力，动画的氛围独特，是一部风格新颖的作品。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1944,primary,zh-CN,活了100天的鳄鱼,《活了100天的鳄鱼》改编自同名漫画。鳄鱼的100天日常。作品以日常、治愈与温情为特色，动画画风温馨、氛围温暖，鳄鱼的日常令人动容，是一部治愈系的作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1945,primary,zh-CN,海岬的迷途之家,《海岬的迷途之家》是剧场版动画，讲述少女们在海岬的物语。作品以奇幻、治愈与冒险为主题，动画的画面精美，少女们的旅程充满温暖，是一部温馨的作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1946,primary,zh-CN,我的英雄学院 World Heros' Mission,《我的英雄学院 World Heros' Mission》是《我的英雄学院》的剧场版，出久与A班的物语。本作围绕世界范围的危机展开，作品以英雄、热血与成长为主题，动画的战斗场面华丽，出久的信念令人动容，是我的英雄学院系列的剧场版。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。
1947,primary,zh-CN,幻想三国志 -天元灵心记-,《幻想三国志 -天元灵心记-》改编自同名游戏，讲述三国时代的奇幻物语。作品以三国、奇幻与战斗为特色，动画的战斗场面华丽，角色们的命运交织，是游戏改编动画的作品。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1948,primary,zh-CN,与成为异世界美少女的大叔一起,《与成为异世界美少女的大叔一起》改编自同名轻小说。变成美少女的大叔与同伴的冒险。作品以异世界、搞笑与日常为特色，大叔的性别反转充满笑料，动画的氛围轻松，是一部欢乐的作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1949,primary,zh-CN,剧场版 Fate/kaleid liner 魔法少女☆伊莉雅 Licht 无名的少女,《剧场版 Fate/kaleid liner 魔法少女☆伊莉雅 Licht 无名的少女》是Fate系列的剧场版，伊莉雅的魔法少女战斗。本作围绕伊莉雅与美游的羁绊展开，作品以魔法少女变身、Fate世界观与战斗为特色，动画的战斗场面华丽，是Fate系列风格独特的剧场版。作品在热血的打斗之外，也细致刻画了角色们各自的信念与选择，每一次战斗都不仅是力量的较量，更是意志的碰撞，高潮部分张力十足，让观众在肾上腺素飙升的同时也为之动容。
1950,primary,zh-CN,食锈末世录,《食锈末世录》改编自同名轻小说。少年们在食锈病蔓延的世界中冒险。作品以冒险、战斗与群像为特色，动画的氛围独特，少年们的旅程充满张力，是一部风格新颖的作品。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1951,primary,zh-CN,佐佐木与宫野,《佐佐木与宫野》改编自同名漫画。前辈佐佐木与学弟宫野的恋爱。作品以BL恋爱、日常与治愈为特色，两人的互动细腻动人，动画的氛围温暖，是BL动画的佳作。角色间的互动刻画得细腻自然，那些欲言又止的心意、别扭又真诚的靠近都真实而动人，情感线与日常情节交织，让观众在会心一笑与怦然心动之间反复横跳，是一部让人回味无穷的恋爱物语。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1952,primary,zh-CN,锈色铠甲-黎明-,《锈色铠甲-黎明-》是短篇动画，讲述铠甲武士的物语。作品以战斗、时代与热血为特色，动画的画风独特，武士们的战斗充满魄力，是一部风格新颖的作品。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1953,primary,zh-CN,彩绿,《彩绿》是Sega音游企划的动画，少女乐队彩绿的物语。少女们为组建乐队而努力，作品以音乐、青春与群像为特色，动画的氛围温暖，角色们的成长令人动容，是企划改编动画的作品。角色的个性塑造鲜明，舞台上的自信与生活中的可爱形成反差，团队协作与个人成长双线并进，歌舞编排赏心悦目，让观众既能享受视听盛宴，也能为少女们的梦想与坚持而感动。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1954,primary,zh-CN,东方少年,《东方少年》改编自同名漫画。在鬼支配的世界中，少年们的战斗。作品以战斗、热血与群像为特色，动画的战斗场面华丽，少年们的成长与羁绊贯穿始终，是一部王道的热血作品。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1955,primary,zh-CN,一杆青空,《一杆青空》是短篇动画，讲述少女们的高尔夫物语。作品以高尔夫、日常与治愈为特色，动画画风清新、氛围宁静，少女们的挥杆充满活力，是一部轻松治愈的作品。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1956,primary,zh-CN,魔法科高校的劣等生 追忆篇,《魔法科高校的劣等生 追忆篇》是《魔法科高校的劣等生》的特别篇，达也与深雪的过去。本作围绕两人的回忆展开，作品以魔法、学园与兄妹为特色，动画的氛围温馨，是魔法科系列的特别篇。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1957,primary,zh-CN,现实主义勇者的王国再建记 第二部,《现实主义勇者的王国再建记 第二部》延续第一季，勇者的王国重建继续。本作勇者的政治改革与新的挑战展开，作品以异世界、政治与群像为特色，动画的氛围独特，是现实主义勇者系列的续作。世界观设定丰富而自成体系，随着冒险推进，更多奇妙的种族、地点与力量体系逐一展开，角色们在旅途中收获成长与羁绊，画面与配乐共同营造出充满想象力的奇幻氛围，令人沉浸其中。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1958,primary,zh-CN,瓦尼塔斯的手记 第2部分,《瓦尼塔斯的手记 第2部分》延续第一季，瓦尼塔斯的物语继续。本作瓦尼塔斯与吸血鬼们的纠葛进一步展开，作品以奇幻、悬疑与战斗为特色，动画的氛围华丽，是瓦尼塔斯系列的续作。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1959,primary,zh-CN,君主·埃尔梅罗二世事件簿 魔眼收集列车 特别篇,《君主·埃尔梅罗二世事件簿 魔眼收集列车 特别篇》是Fate系列的特别篇，二世的推理。本作围绕魔眼收集列车的篇章展开，作品以Fate世界观、推理与群像为特色，动画的氛围优雅，是Fate系列的衍生作品。剧情层层递进、伏笔密布，随着线索的不断拼合，真相逐渐浮出水面，每一次反转都在意料之外又情理之中，细节经得起推敲，氛围营造到位，是喜欢烧脑故事的观众不可错过之作。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1960,primary,zh-CN,希德尼娅的骑士：织爱之星,《希德尼娅的骑士：织爱之星》是《希德尼娅的骑士》的剧场版，谷风长道的战斗。本作围绕织爱之星的篇章展开，作品以机战、科幻与热血为特色，动画的战斗场面华丽，是希德尼娅的骑士系列的剧场版。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1961,primary,zh-CN,暗芝居 第十季,《暗芝居 第十季》是恐怖短篇动画系列，继续以纸芝居的形式讲述各种怪谈。作品以怀旧的画风、猎奇的剧情与细思极恐的氛围著称，每一话都在短短几分钟内营造出强烈的恐怖感，各种扭曲的都市传说让人不寒而栗，是恐怖动画爱好者的必看之作。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1962,primary,zh-CN,地球外少年少女 前篇,《地球外少年少女 前篇》是剧场版动画，讲述少年少女们在宇宙中的物语。在未来的宇宙中，少年少女们的生存与冒险，作品以科幻、冒险与群像为主题，动画的氛围独特，是地球外少年少女系列的前篇。世界观设定丰富而自成体系，随着冒险推进，更多奇妙的种族、地点与力量体系逐一展开，角色们在旅途中收获成长与羁绊，画面与配乐共同营造出充满想象力的奇幻氛围，令人沉浸其中。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1963,primary,zh-CN,永远的831,《永远的831》是剧场版动画，讲述少年与少女的物语。围绕时间停止的力量展开，作品以科幻、恋爱与悲壮为主题，动画的氛围沉重，两人的命运充满张力，是一部引人深思的作品。角色间的互动刻画得细腻自然，那些欲言又止的心意、别扭又真诚的靠近都真实而动人，情感线与日常情节交织，让观众在会心一笑与怦然心动之间反复横跳，是一部让人回味无穷的恋爱物语。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1964,primary,zh-CN,小小世界,《小小世界》是短篇动画，讲述小小世界的物语。作品以日常、治愈与幻想为特色，动画画风精美、氛围宁静，在小小的世界中展现温暖，是一部短小却温馨的作品。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1965,primary,zh-CN,我是川尻小玉～生活黑客的糜烂生活～,《我是川尻小玉～生活黑客的糜烂生活～》是短篇动画，讲述小玉的糜烂生活。作品以搞笑、日常与吐槽为特色，小玉的生活黑客日常充满笑料，动画篇幅短小，是一部轻松解压的泡面番。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1966,primary,zh-CN,白领羽球部,《白领羽球部》改编自同名漫画。白领们在羽毛球部的物语。作品以羽毛球、职场与热血为特色，动画的比赛场面充满张力，白领们的成长令人动容，是一部独特的运动作品。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1967,primary,zh-CN,美味派对♡光之美少女,《美味派对♡光之美少女》是光之美少女系列动画，少女们以料理的力量战斗。本作少女们在与敌人的战斗中成长，作品以魔法少女、美食与日常为特色，变装与战斗场面华丽，角色们的羁绊温暖感人，是少女向魔法少女动画的作品。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1968,primary,zh-CN,莎木,《莎木》改编自同名游戏，讲述少年芭月凉的复仇之旅。作品以动作(、武侠与群像为特色，动画的氛围沉重，芭月凉的旅程充满张力，是游戏改编动画的作品。作品在整体完成度上表现出色，叙事流畅、角色立体，主题的表达清晰而有深度，既有轻松愉悦的观赏性，也留有值得回味的余韵，是一部质量扎实、诚意满满的作品。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1969,primary,zh-CN,电影Tropical-Rouge！光之美少女 雪之公主与奇迹的戒指！,《电影Tropical-Rouge！光之美少女 雪之公主与奇迹的戒指！》是光之美少女系列的剧场版，少女们的战斗。本作围绕雪之公主与奇迹的戒指展开，作品以魔法少女、战斗与日常为特色，动画的变装与战斗场面华丽，是少女向魔法少女动画的剧场版。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1970,primary,zh-CN,让我听见爱的歌声,《让我听见爱的歌声》是剧场版动画，讲述AI少女的物语。拥有感情的AI少女的歌声，作品以音乐、恋爱与科幻为主题，动画的画面精美，少女的歌声令人动容，是一部温馨的作品。作品在甜蜜之余也保留了青春特有的青涩与迷茫，主角在感情中的成长与抉择贯穿始终，配乐温润、画面明丽，将恋爱中的忐忑、欢喜与遗憾都拿捏得恰到好处，适合慢慢品味。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1971,primary,zh-CN,银河英雄传说 Die Neue These 激突 第1章,《银河英雄传说 Die Neue These 激突 第1章》是银河英雄传说的剧场版，莱因哈特与杨威利的对决继续。本作围绕激突展开，作品以太空歌剧、战略与群像为特色，动画的制作精良，英雄们的对决充满魄力，是银河英雄传说的现代演绎。科幻设定考究而自洽，科技与人文的碰撞贯穿全片，在宏大的未来图景之下，角色的信念与抉择更显分量，叙事层层推进、世界观逐步展开，是一部兼具视觉冲击与思想深度的作品。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1972,primary,zh-CN,夏日幽灵,《夏日幽灵》是剧场版动画，讲述少年少女们的物语。三位少年通过烟花召唤幽灵，作品以青春、治愈与生死为主题，动画的画面精美，少年们的成长令人动容，是一部温馨的作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1973,primary,zh-CN,小书痴的下克上 〜为了成为图书管理员而不择手段〜 第三季,《小书痴的下克上 第三季》延续系列，爱书少女的物语继续。本作少女为了成为图书管理员的努力进一步发展，作品以异世界、日常与成长为主题，动画的氛围温暖，是一部独特的作品。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
